,cause,cause_desc
15326,T83012,Breakdown (mechanical) of nephrostomy catheter
15327,S76129,"Laceration of unspecified quadriceps muscle, fascia and tendon"
15328,S80259,"Superficial foreign body, unspecified knee"
15329,S80869,"Insect bite (nonvenomous), unspecified lower leg"
15330,S80872,"Other superficial bite, left lower leg"
15331,S81821,"Laceration with foreign body, right lower leg"
15332,S82231,Displaced oblique fracture of shaft of right tibia
15333,S82425,Nondisplaced transverse fracture of shaft of left fibula
15334,S85121,"Other specified injury of unspecified tibial artery, right leg"
15335,S89011,Salter-Harris Type I physeal fracture of upper end of right tibia
15336,S90462,"Insect bite (nonvenomous), left great toe"
15337,S91021,"Laceration with foreign body, right ankle"
15338,S92213,Displaced fracture of cuboid bone of unspecified foot
15339,S98011,Complete traumatic amputation of right foot at ankle level
15340,T2155,Corrosion of first degree of buttock
15341,T22099,"Burn of unspecified degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand"
15342,T24512,Corrosion of first degree of left thigh
15343,T362X6,Underdosing of chloramphenicol group
15344,T43613,"Poisoning by caffeine, assault"
15345,T452X4,"Poisoning by vitamins, undetermined"
15346,T46996,Underdosing of other agents primarily affecting the cardiovascular system
15347,T497X3,"Poisoning by dental drugs, topically applied, assault"
15348,T594X1,"Toxic effect of chlorine gas, accidental (unintentional)"
15349,T601X1,"Toxic effect of halogenated insecticides, accidental (unintentional)"
15350,T63593,"Toxic effect of contact with other venomous fish, assault"
15351,T827,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"
15352,S73023,Obturator subluxation of unspecified hip
15353,S85511,"Laceration of popliteal vein, right leg"
15354,S89002,Unspecified physeal fracture of upper end of left tibia
15355,S93104,Unspecified dislocation of right toe(s)
15356,S93522,Sprain of metatarsophalangeal joint of left great toe
15357,S9400,"Injury of lateral plantar nerve, unspecified leg"
15358,S99111,Salter-Harris Type I physeal fracture of right metatarsal
15359,T17398,Other foreign object in larynx causing other injury
15360,T2045,Corrosion of unspecified degree of scalp [any part]
15361,T2129,Burn of second degree of other site of trunk
15362,T23639,"Corrosion of second degree of unspecified multiple fingers (nail), not including thumb"
15363,T24199,"Burn of first degree of multiple sites of unspecified lower limb, except ankle and foot"
15364,T24292,"Burn of second degree of multiple sites of left lower limb, except ankle and foot"
15365,T25119,Burn of first degree of unspecified ankle
15366,T378X3,"Poisoning by other specified systemic anti-infectives and antiparasitics, assault"
15367,T38801,"Poisoning by unspecified hormones and synthetic substitutes, accidental (unintentional)"
15368,T422X2,"Poisoning by succinimides and oxazolidinediones, intentional self-harm"
15369,T423X1,"Poisoning by barbiturates, accidental (unintentional)"
15370,T43596,Underdosing of other antipsychotics and neuroleptics
15371,T442X3,"Poisoning by ganglionic blocking drugs, assault"
15372,T451X2,"Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm"
15373,T45526,Underdosing of antithrombotic drugs
15374,T463X4,"Poisoning by coronary vasodilators, undetermined"
15375,T494X1,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, accidental (unintentional)"
15376,T50906,"Underdosing of unspecified drugs, medicaments and biological substances"
15377,T572X3,"Toxic effect of manganese and its compounds, assault"
15378,T81711,"Complication of renal artery following a procedure, not elsewhere classified"
15379,T8189,"Other complications of procedures, not elsewhere classified"
15380,S76022,"Laceration of muscle, fascia and tendon of left hip"
15381,S89021,Salter-Harris Type II physeal fracture of upper end of right tibia
15382,S9001,Contusion of right ankle
15383,S92502,Displaced unspecified fracture of left lesser toe(s)
15384,S9301,Subluxation of right ankle joint
15385,T161,Foreign body in right ear
15386,T2110,"Burn of first degree of trunk, unspecified site"
15387,T22752,Corrosion of third degree of left shoulder
15388,T23512,Corrosion of first degree of left thumb (nail)
15389,T24739,Corrosion of third degree of unspecified lower leg
15390,T25529,Corrosion of first degree of unspecified foot
15391,T34511,Frostbite with tissue necrosis of right wrist
15392,T34529,Frostbite with tissue necrosis of unspecified hand
15393,T366X5,Adverse effect of rifampicins
15394,T39091,"Poisoning by salicylates, accidental (unintentional)"
15395,T410X1,"Poisoning by inhaled anesthetics, accidental (unintentional)"
15396,T413X1,"Poisoning by local anesthetics, accidental (unintentional)"
15397,T446X2,"Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm"
15398,T467X6,Underdosing of peripheral vasodilators
15399,T480X4,"Poisoning by oxytocic drugs, undetermined"
15400,T50Z12,"Poisoning by immunoglobulin, intentional self-harm"
15401,T82847,"Pain due to cardiac prosthetic devices, implants and grafts"
15402,S73005,Unspecified dislocation of left hip
15403,S82131,Displaced fracture of medial condyle of right tibia
15404,S91022,"Laceration with foreign body, left ankle"
15405,S91113,Laceration without foreign body of unspecified great toe without damage to nail
15406,S92523,Displaced fracture of middle phalanx of unspecified lesser toe(s)
15407,S95212,Laceration of dorsal vein of left foot
15408,S99029,Salter-Harris Type II physeal fracture of unspecified calcaneus
15409,S99221,Salter-Harris Type II physeal fracture of phalanx of right toe
15410,T17220,Food in pharynx causing asphyxiation
15411,T23139,"Burn of first degree of unspecified multiple fingers (nail), not including thumb"
15412,T23549,"Corrosion of first degree of unspecified multiple fingers (nail), including thumb"
15413,T24209,"Burn of second degree of unspecified site of unspecified lower limb, except ankle and foot"
15414,T25239,Burn of second degree of unspecified toe(s) (nail)
15415,T25792,Corrosion of third degree of multiple sites of left ankle and foot
15416,T365X1,"Poisoning by aminoglycosides, accidental (unintentional)"
15417,T372X2,"Poisoning by antimalarials and drugs acting on other blood protozoa, intentional self-harm"
15418,T391X4,"Poisoning by 4-Aminophenol derivatives, undetermined"
15419,T411X5,Adverse effect of intravenous anesthetics
15420,T4394,"Poisoning by unspecified psychotropic drug, undetermined"
15421,T5393,"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, assault"
15422,T565X3,"Toxic effect of zinc and its compounds, assault"
15423,T8131,"Disruption of external operation (surgical) wound, not elsewhere classified"
15424,T82311,Breakdown (mechanical) of carotid arterial graft (bypass)
15425,T82515,Breakdown (mechanical) of umbrella device
15426,S72464,Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur
15427,S7400,"Injury of sciatic nerve at hip and thigh level, unspecified leg"
15428,S75292,"Other specified injury of greater saphenous vein at hip and thigh level, left leg"
15429,S82044,Nondisplaced comminuted fracture of right patella
15430,S83239,"Complex tear of medial meniscus, current injury, unspecified knee"
15431,S86121,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg"
15432,S89119,Salter-Harris Type I physeal fracture of lower end of unspecified tibia
15433,S91142,Puncture wound with foreign body of left great toe without damage to nail
15434,S93102,Unspecified subluxation of left toe(s)
15435,S97121,Crushing injury of right lesser toe(s)
15436,T17418,Gastric contents in trachea causing other injury
15437,T2133,Burn of third degree of upper back
15438,T2139,Burn of third degree of other site of trunk
15439,T22241,Burn of second degree of right axilla
15440,T23019,Burn of unspecified degree of unspecified thumb (nail)
15441,T23252,Burn of second degree of left palm
15442,T23262,Burn of second degree of back of left hand
15443,T24732,Corrosion of third degree of left lower leg
15444,T25511,Corrosion of first degree of right ankle
15445,T421X3,"Poisoning by iminostilbenes, assault"
15446,T43021,"Poisoning by tetracyclic antidepressants, accidental (unintentional)"
15447,T43292,"Poisoning by other antidepressants, intentional self-harm"
15448,T440X6,Underdosing of anticholinesterase agents
15449,T48991,"Poisoning by other agents primarily acting on the respiratory system, accidental (unintentional)"
15450,T601X3,"Toxic effect of halogenated insecticides, assault"
15451,T654X4,"Toxic effect of carbon disulfide, undetermined"
15452,T82390,Other mechanical complication of aortic (bifurcation) graft (replacement)
15453,T82539,Leakage of unspecified cardiac and vascular devices and implants
15454,S72425,Nondisplaced fracture of lateral condyle of left femur
15455,S82152,Displaced fracture of left tibial tuberosity
15456,S83195,Other dislocation of left knee
15457,S92122,Displaced fracture of body of left talus
15458,S93149,Subluxation of metatarsophalangeal joint of unspecified toe(s)
15459,S95891,"Other specified injury of other blood vessels at ankle and foot level, right leg"
15460,S96112,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot"
15461,S96122,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot"
15462,T17490,Other foreign object in trachea causing asphyxiation
15463,T2064,Corrosion of second degree of nose (septum)
15464,T2073,Corrosion of third degree of chin
15465,T2132,Burn of third degree of abdominal wall
15466,T23171,Burn of first degree of right wrist
15467,T23331,"Burn of third degree of multiple right fingers (nail), not including thumb"
15468,T402X1,"Poisoning by other opioids, accidental (unintentional)"
15469,T40604,"Poisoning by unspecified narcotics, undetermined"
15470,T40605,Adverse effect of unspecified narcotics
15471,T413X3,"Poisoning by local anesthetics, assault"
15472,T433X5,Adverse effect of phenothiazine antipsychotics and neuroleptics
15473,T43635,Adverse effect of methylphenidate
15474,T448X2,"Poisoning by centrally-acting and adrenergic-neuron-blocking agents, intentional self-harm"
15475,T566X2,"Toxic effect of tin and its compounds, intentional self-harm"
15476,T622X4,"Toxic effect of other ingested (parts of) plant(s), undetermined"
15477,T71153,"Asphyxiation due to smothering in furniture, assault"
15478,S73022,Obturator subluxation of left hip
15479,S85509,"Unspecified injury of popliteal vein, unspecified leg"
15480,S85909,"Unspecified injury of unspecified blood vessel at lower leg level, unspecified leg"
15481,S92001,Unspecified fracture of right calcaneus
15482,S92054,Nondisplaced other extraarticular fracture of right calcaneus
15483,S92354,"Nondisplaced fracture of fifth metatarsal bone, right foot"
15484,S93126,Dislocation of metatarsophalangeal joint of unspecified lesser toe(s)
15485,S93132,Subluxation of interphalangeal joint of left great toe
15486,S93312,Subluxation of tarsal joint of left foot
15487,S93421,Sprain of deltoid ligament of right ankle
15488,T22429,Corrosion of unspecified degree of unspecified elbow
15489,T23299,Burn of second degree of multiple sites of unspecified wrist and hand
15490,T23732,"Corrosion of third degree of multiple left fingers (nail), not including thumb"
